hotel_name,hotel_description,review_title,review_text,tripdate,hotel_url,hotel_image,price_range,rating_value,review_count,street_address,locality,country,sentiment_rate,sentiment_rate_average
The Gate,"Situated a few minutes’ walk from London’s Aldgate East and Aldgate underground stations, The Gate stands as an iconic building at the gateway to the City of London, providing those who stay there with both unrivalled accessibility to the modern City of London and a beautiful place to return to and relax, entertain or work in after a busy day in the City. With a red-brick façade and clean modernist lines, The Gate is an instantly iconic addition to Aldgate neighbourhood. The Gate is a design led collection of modern Studios, One Bedroom and Two-Bedroom apartments that offer a wealth of features including fully equipped kitchens, luxury Hypnos beds, walk in showers with rainheads and exclusive Le Labo toiletries, flat-screen TVs with soundbars, Nespresso machines and fast, free WiFi throughout. Each of our beautiful designed rooms is a sanctuary, furnished to make you feel right at home. The Gate provides the perfect apart hotel experience for today’s modern corporate and leisure traveller alike, offering a wealth of additional features. There is a stunning 5th floor lounge and outdoor terrace, exclusively for guests and their visitors, to work, meet or relax with a premium glass of wine or beer from our state-of-the-art self-service bar. The Gate has also been designed for the health-conscious traveller with our gym fitted with the latest Technogym equipment, Peloton bikes and free weights, as well as massage, yoga instructors and personal trainers available upon request. Our food and beverage partner, Maple & Co. provides a delicious yet healthy range of hot meals, salads, cold press juices and gluten-free options as well as from our well-stocked Maple & The Gate delicatessen and café in the Ground Floor Lobby.",Amazing experience !,From the hospitality to the room - The Gate Hotel is amazing. We were greeted by a lovely receptionist who went over and beyond to ensure our stay was extra special. Our room was upgraded upon arrival which was a great surprise. Would definitely recommend !, January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d19975711-Reviews-The_Gate-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/28/99/8b/f6/bed-i.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,920,41 White Church Lane,London,United Kingdom,0.9988434314727783,0.8491828709840774
"Holiday Inn London - West, an IHG Hotel","Welcome to Holiday Inn London-West. Discover a fantastic arrival experience at the Holiday Inn London - West with our new beautifully designed Open Lobby and stunning brand new Executive Rooms (including some with London skyline views). Our hotel is conveniently located between Heathrow Airport and the centre of London, with Park Royal, the largest business park in London, and Wembley Stadium just a few minutes' drive away. The shopping, business and entertainment areas of London are easily accessible by London Underground (North Acton tube station on Central Line is under five-minute walk from the hotel). Book a room with us and you'll be guaranteed a memorable stay experience.",Holiday Inn London West,Love the place and really liked the Breakfast. They have parking space too which is great when you are staying in London. Staff is so helpful I would like to mention Mr. Will who was so supportive and cooperative. Will definitely go again. Must Recommended, January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d313125-Reviews-Holiday_Inn_London_West_an_IHG_Hotel-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/29/35/93/7f/holiday-inn-london-west.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,1372,4 Portal Way,London,United Kingdom,0.9901060461997986,0.698713356256485
Park Plaza Westminster Bridge London,"Conveniently situated on the South Bank of the Thames, Park Plaza Westminster Bridge London features contemporary design throughout its 1,019 rooms and suites. From its iconic position opposite Big Ben and the Houses of Parliament, the hotel places London's finest landmarks at your fingertips. The London Eye, Big Ben, the London Dungeons, the London Aquarium and the city's finest theatres, restaurants and bars are just a few steps away. A choice of tastefully conceived and breathtakingly executed guestrooms and suites includes large Studio Rooms with a bedroom, bathroom and living space with pull-out sofa bed, which is perfect for family stays. On the hotel's highest floors, enhanced amenities and extra space are on offer in the chic Penthouses and Suites, some of which have split-level duplex accommodation, balconies and panoramic city views. Brasserie Joël presents delicious French cuisine with seasonal specialities, while Ichi Sushi & Sashimi offers a true taste of Tokyo.",Awesome cocktails and vibes.,"Denis is the best bartender in London. He makes a mean drink and puts out incredible vibes. If I could find him a place to bartend in Chicago, I’d fly him out myself and let him live in my basement. Keep up the excellent work and be safe out there sir.", January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d1657415-Reviews-Park_Plaza_Westminster_Bridge_London-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/92/03/27/exterior-city-view.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,24877,200 Westminster Bridge Road,London,United Kingdom,0.9988328814506531,0.8480223476886749
ibis London Canning Town,"Awake refreshed from the best night's sleep ever in your Sweet Bed, then head down for a hearty breakfast that'll set you up for whatever lies ahead. After your day's adventures, come back for a pre-dinner drink at Chill #08: our very own café bar. Relaxed by name and nature, we serve up artisan coffees and delectable mains (including lip-smacking pizzas) to suit all tastes and appetites. A sprightly 20-minute tube journey from Central London, our hotel offers easy access to everything you need. Heading for a conference? We're handily close to both the O2 and ExCeL, and both Jubilee and DLR lines await over the road at Canning Town tube station. If you're driving in, you'll find us easily from the M11, just off the A13. London City Airport is less than four miles away and if you're coming by coach, two stops on the Jubilee will take you to London Stratford Coach Station.",Good but bad breakfast,"Really nice rooms! And the staff there was very friendly and helpful. The breakfast was not that good though, that could have been alit better. Many things. But the eggs where bad and seemed like it was made yesterday.", January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d12938460-Reviews-Ibis_London_Canning_Town-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/57/6c/d6/restaurant.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,786,8 Silvertown Way Canning Town,London,United Kingdom,-0.9969479441642761,0.6991092562675476
Palmers Lodge Swiss Cottage,,Highly recommend!,"My son and I stayed in a private room for one night. The room was great! Very clean! The pillows were great! Soft and pliable, not too full or hard. The location was nice and the neighborhood was cute. We would definitely stay here again.", January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d612985-Reviews-Palmers_Lodge_Swiss_Cottage-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/6d/3f/c6/in-the-heart-of-london.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,2133,40 College Cres,London,United Kingdom,0.9988051652908325,0.6991408199071885
Novotel London Blackfriars,"In line with local government restrictions, our restaurant, bar and leisure facilities are now reopen. Please kindly contact us to book a time slot for the pool. Novotel London Blackfriars is a beautifully designed contemporary and exciting hotel in a vibrant area of London, whether you are staying for business or pleasure. Located just minutes away from the City and London's famous Southbank, you will be within walking distance of Waterloo Station and some of the capital's most famous landmarks, including the London Eye, Tate Modern and St Pauls Cathedral. You can unwind in our Jamboree Foodfest & Bar, which celebrate flavours from around the world.",Felt unsafe and they have not taken the issue seriously.,"Felt unsafe. Locked door when went to bed. At 5.55am someone used a keycard and entered the room, overriding the lock, suggesting it was a member of staff. Have raised this with the hotel, and followed up contact twice, and have heard nothing from them. Indicating they do not take this seriously. Am continuing to raise the issue as this is unacceptable and unsafe for women.", December 2023,https://www.tripadvisor.com/Hotel_Review-g186338-d3530264-Reviews-Novotel_London_Blackfriars-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/d3/c2/ec/exterior-view.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,3515,46 Blackfriars Road,London,United Kingdom,-0.9994872808456421,0.5494318619370461
St. Athans Hotel,"The St. Athans Hotel, Bloomsbury, is a simple, eco-friendly, family-run bed & breakfast in the heart of London. It’s grade II listed 200 year old Georgian terraced houses retain many of its their original features, fitting in well with the historic area, and is within walking distance of the British Museum, the University of London, Covent Garden and the new British Library. We’re also only a short bus ride away from many major the attractions, such as of Madame Tussaud’s and London’s West End, with its many shops, theatres, bars, and restaurants.",Great place in the centre of London,"The staff there is really lovely, the ensuite room we had was super clean, pretty and you have everything you need in it, or you can ask if you need anything. The bed is comfy and it was really quiet. Will definitely stay there again!", January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d628205-Reviews-St_Athans_Hotel-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/52/69/27/a-view-from-just-outside.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,881,20 Tavistock Place Russell Square,London,United Kingdom,0.9988788962364197,0.5494978860020637
Margaritaville Resort Times Square,"A tropical oasis in New York City's world-famous Times Square, Margaritaville Resort Times Square invites you to set your watch to island time. Whether you're kicking back in your breezy room or suite, lounging poolside on the rooftop deck with a frozen concoction in hand, or taking a culinary tour through the Caribbean at our restaurants, this relaxing retreat is your passport to paradise. And when you're ready for adventure, you'll find many of the city's most famous attractions within walking distance, including the theaters of Broadway, Central Park and the iconic Empire State Building.",Experience,"Front desk John’s very welcoming and attentive.  Food in restaura was great.  Drinks were great. Service and server was amazing. Location is fantastic, centralized and access to all turístic places. Room was comfortable and clean. Great experience", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d23462501-Reviews-Margaritaville_Resort_Times_Square-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/28/38/de/a8/ground-floor-lobby.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,974,560 7th Ave,New York City,United States,0.9956988096237183,0.7388942942023278
Moxy NYC Times Square,"A spirited alternative to the typical hotel experience, Moxy NYC Times Square dazzles with surprises and thrills. Situated in the heart of Midtown, under the shimmering lights of Times Square, we offer hotel guests intimate access to Manhattan must-sees like Madison Square Garden, Rockefeller Center, and Broadway. Find fast and free Wi-Fi, oversized rain showers, smart streaming TVs and design-forward decor in our boutique accommodations, which intuitively meet the needs of the modern traveler. With immersive social spaces, the opportunities to mix and mingle are endless. Head to our rooftop bar, Magic Hour - the largest of its kind in NYC - for epic skyline views and indulge in amusement park-style fun. Dynamic dining is showcased brilliantly in our array of restaurants by Tao Group; including Legasea, a trendy seafood eatery, and Bar Moxy, collaborative workspace by day and buzzing lounge at night. Stop into the Blind Barber for a new style or shave. Work and play in the city that never sleeps at Moxy.",Moxy Times Square,Moxy Times Square always accommodates your needs. It is always a pleasure to stay here and is my go to when going to New York. In such a convenient area and the staff is great. The whole ambiance of the hotel is super chic. The bar and restaurants attached are amazing as well., January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d12301470-Reviews-Moxy_NYC_Times_Square-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/b2/67/8a/cafe-breakfast-options.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,3375,485 7th Avenue,New York City,United States,0.9910708665847778,0.8483586102724076
The Plaza New York - A Fairmont Managed Hotel,"Striking the balance between its storied past and limitless future, The Plaza is the ultimate New York City luxury lifestyle destination - an iconic urban resort with a new and contemporary spirit. From feast to fete, The Plaza’s extraordinary portfolio of refined experiences is enjoyed by all who pass through the iconic revolving door. Guests are invited to revel in the magic of Afternoon Tea in The Palm Court or savor the sights in the elegant Champagne Bar. The Plaza Hotel offers 282 distinctive guestrooms, including 102 luxurious suites, which boast the largest square footage of any luxury hotel in New York City. From the sumptuous decor to the impeccable white glove service, The Plaza is an extraordinary hotel that offers every indulgence. For our suite guests, The Plaza is pleased to offer Butler Service 24 hours a day.",Tea at Palm Court,"Afternoon tea at the Palm court was such a wonderful experience. Great service, beautiful atmosphere, and delicious scones and pastries! Shalim, our server made my daughter’s birthday so special by bringing out a piece of chocolate mousse cake and singing to her!", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d675616-Reviews-The_Plaza_New_York_A_Fairmont_Managed_Hotel-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/82/e7/e0/exterior.jpg,$$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,4069,768 Fifth Avenue,New York City,United States,0.9985231757164001,0.7489512577652931
"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY","The Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South is an all-suite, extended-stay hotel conveniently located on the West Side of Manhattan. Just one block from Times Square, we offer a contemporary base in the heart of The Big Apple. Local attractions include the Broadway Theater District, Times Square, Radio City Music Hall, Central Park and Fifth Avenue shopping. The surrounding neighborhoods of Midtown, Chelsea and the Flower District offer art galleries, music venues, eclectic dining and nightlife. Our flexible studios are equipped with amenities including complimentary WiFi, full kitchens, sofa beds, and flat panel TVs. The 24-hour Suite Shop offers snacks . All guests receive complimentary hot breakfast and can access our 24 hour business center as well as our fitness center offering contemporary cardio and weight equipment with TV monitors. Meeting space rental is also available.",Good,"everyone was kind and lovely, patient, and did a great service. the rooms are great, big and comfortable.  The only bad thing was that we had a little difficulty communicating with reception to ask for blankets, mainly but everything has already been resolved.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d5040757-Reviews-Homewood_Suites_by_Hilton_New_York_Midtown_Manhattan_Times_Square_South_NY-New_York_Cit.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/89/80/19/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,4595,312 West 37th Street,New York City,United States,0.9984152317047119,0.9980326354503631
Motto by Hilton New York City Chelsea,"Daily Mandatory Destination Charge includes: Premium WiFi: daily $10 food & beverage credit for use in restaurant & coffee bar: choice of local meditation session or 45 minute Orange Theory Training class at local gym: 2 bottles premium water daily. Towering 42 stories over Chelsea, our hotel is two blocks from Madison Square Park and the Flatiron Building. We're about a mile from The High Line, Chelsea Market, Times Square, and Greenwich Village. Dozens of unique eateries, bars, museums, and shops are also a short walk from our doors. Or unwind with a drink and bite to eat at our bar and restaurant.","Good location, comfortable stay","It's a very hip/modern hotel, its near a subway stop (down at the 23rd St) and there are nearby groceries (Fair Price & Trader Joe's around the area) so its relatively convenient. Its a few mins walk away from the flat iron, Bryant park, etc. It's location is nice for me because you could still go to the usual tourist places but its not as busy as being in Times Square or other areas. We initially asked to book a car pick up from the airport upon our arrival but the driver came so late, didn't communicate with us and when we tried to call the hotel, we did not get any reply so we decided to just use Uber. Motto apologized to us for the inconvenience by comping us with free breakfast (which we did not get to avail) and chocolates - a sweet and thoughtful gesture that was very", November 2023,https://www.tripadvisor.com/Hotel_Review-g60763-d23448880-Reviews-Motto_by_Hilton_New_York_City_Chelsea-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/d3/d1/a6/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,978,113 West 24th Street,New York City,United States,0.998915433883667,0.6991126716136933
Arlo SoHo,"Arlo SoHo Hotel features 325 thoughtfully designed micro guestrooms with modern furniture and efficient storage space. The hotel is an easy walk to SoHo, Hudson Square, Tribeca, West Village or the picturesque paths along the Hudson River. Four unique restaurants and bars can be found within the hotel including Lindens, Foxtail and ART SoHo rooftop bar with views of the Hudson River. Ten distinct meeting spaces allow each meeting or event its own personality. Arlo's adaptable spaces can provide the perfect, creative backdrop for up to 250 guests. Arlo SoHo is a homebase for urban explorers.",Great hotel!,"Loved the hotel, service was great and a special mention to Alejandro for being so helpful. Look forward to coming back soon - will definitely use Arlo again. Might try the midtown location next time. Only one downside was not having a bathtub- after all the walking a soak would have been nice.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d7891458-Reviews-Arlo_SoHo-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/25/e5/4e/77/arlo-soho-lobby-and-public.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,2900,231 Hudson St,New York City,United States,0.99882572889328,0.9981570199131966
The Bryant Park Hotel,"Nestled right at the entrance of beautiful Bryant Park on 40th Street between 5th and 6th Avenues, The Bryant Park Hotel is an oasis of calm that is less than a 5-minute walk to both Times Square and 5th Avenue shopping. The hotel also offers easy access to the Theater District, museums, and night life that New York is famous for. We are now offering free in room wired and wireless internet, and complimentary Illy coffee and freshly baked muffins in our hotel lobby daily from 7am – 10am. Koi NYC, famous for topflight Japanese cuisine and sushi, is open for breakfast, lunch, and dinner. Open Monday thru Saturday, Célon, the hotel lounge and bar, features an award-winning design and sophisticated but comfortable vibe. With casual elegance, breathtaking views, pristine rooms and impeccable service, The Bryant Park Hotel and its caring team of professionals look forward to welcoming you.",The best staff in the city,"The Bryant Park Hotel is my favorite place to stay in NYC.  I have stayed there severa times over the last year.  I was there for business this past weekend.    The rooms are comfortable and well-furnished.  The location is ideal in mid-town.  It is not the location that sets this hotel apart, it is the people who work there that make is such a special place to stay.  The entire team at the hotel is genuine, caring and kind. Upon my check-in, the guest services agent, Josephine, asked why I was staying with them.  When I shared the purpose of my business trip, she upgraded my room (which was lovely) to overlook the park.  Even though I was in town for one night, it was so enjoyable.  I will be back again soon.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/28/8d/23/73/our-front-yard-in-spring.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,5037,40 West 40th Street,New York City,United States,0.998633086681366,0.8500723466277122
Pod Times Square,"Pod Times Square is the newest member of the Pod Hotel family. Set in the crossroads of the world, we're also just blocks to tranquil Hudson River Park, the Intrepid, and Circle Line Cruises. Close to all of the action, but just far enough away — and above — the hustle and bustle so you can sleep tight and stay happy! At just one block to the 42nd Street – Port Authority subway and bus station, you’ll have quick and easy access to every neighborhood in New York City and beyond.",Great budget hotel I would definitely stay again,"I couldn't rate this hotel highly enough. The room is small and basic as it is low budget, but you get everything you need. The place was clean and modern. Anything you want or need if you ask the staff they will get it for you. The staff are very helpful and friendly. There were plenty towels in the room of good thickness and varying sizes. Housekeeping came a couple of times and were good and non-intrusive. (I think you can have housekeeping come every day if you want). The bed was comfy. The room gets nice and warm if you put the heating on (I went in winter). I was cold the first night as there is only a blanket rather than a duvet, but I asked for a second blanket and they brought me one no problem, and I was nice and warm from then on. The whole process from first", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d12551350-Reviews-Pod_Times_Square-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/24/36/15/1c/pod-times-square.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,2561,400 W 42nd St,New York City,United States,0.9989025592803955,0.5460459217429161
Tempo by Hilton New York Times Square,,Thank you YASSIN!,"This hotel had wonderful people working everyday.  Friendly, helpful etc….One stands out, YASSIN.    He made us feel so welcome and always had a smile!     Amazing!!!!!!    I will definitely stay at this hotel again!!!!!    Difficult in NYC Times Square to find a place to stay.   Try this hotel!", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d25364031-Reviews-Tempo_by_Hilton_New_York_Times_Square-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/d3/da/de/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,203,1568 Broadway,New York City,United States,0.9987460374832153,0.5020052194595337
Pod 51 Hotel,"Pod 51 is the most affordable hotel in NYC, with a focus on style and comfort. We offer room types for every budget and preference. Free week day walking tours and WiFi. Kick back and relax in our lobby, grab a bite to eat at our cafe, or soak up the city in our beautiful rooftop garden.",Clean Place,"I was a little surprised that I had to pay more money upon arriving, that the room was a bunk bed, and that the bathrooms were communal. But overall clean place for what I needed it for. If you are young and need a temporary stop, this is a great place.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/11/16/f8/44/pod-51-hotel.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,6199,230 East 51st Street,New York City,United States,0.9984205961227417,0.584427310526371
Hotel Riu Plaza New York Times Square,"El Hotel Riu Plaza New York Times Square está situado en el corazón de Manhattan, rodeado de los teatros más famosos de Broadway y a pocos pasos de la emblemática Times Square, conocida en todo el mundo como el símbolo de Nueva York. El aeropuerto internacional John F. Kennedy (JFK) está a unos 26 km. Este hotel es ideal tanto para viajes de ocio como de negocios. Las 647 habitaciones de diseño moderno y elegante decoración con Wi-Fi gratuito ofrecen el máximo confort, y en nuestras 4 elegantes y modernas salas de conferencias podrá organizar con éxito sus eventos y reuniones. También ofrecemos a nuestros huéspedes un restaurante bufé, un bar con bebidas frías y calientes, un quiosco Grab & Go y un gimnasio 24 horas totalmente equipado.",Amazing,"This is the second time staying at this hotel all I can say is perfect location, excellent breakfast to start your day end of the day going back to a cleaned room  Staff are excellent very polite and always happy to help ", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d8515751-Reviews-Hotel_Riu_Plaza_New_York_Times_Square-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/29/6e/7f/99/zny-usp.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,6405,305 W 46th St,New York City,United States,0.9986121654510498,0.6947940915822983
Park Central Hotel New York,,Best Location!,"Ideally located across from Carnegie Hall on 7th Ave between Central Park and Times Square, the Park Central Hotel offers spacious, light-filled rooms with luxurious bedding,  Upon exciting the elegant lobby, turn to the left and you're  two blocks from Central Park and just minutes from Columbus Circle. Or look to the right and you'll see the lights of Times Square, just a short walk down 7th Ave. The hotel staff is friendly and attentive to the needs of the guests.  In particular, Vito at the front desk was especially helpful  on my visit this month. I've stayed at the Park Central since 2004 and I assured him that I will continue to do so.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d93520-Reviews-Park_Central_Hotel_New_York-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/f1/75/5e/park-central-building.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,8667,870 7th Ave,New York City,United States,0.9986385703086853,-0.04964298605918884
Hyatt Grand Central New York,"Located in the heart of midtown Manhattan, elevate your stay at Hyatt Grand Central New York, the only hotel connected to the majesty and advantages of Grand Central Terminal. Our 42nd Street location places you within walking distance to the City's best dining, shopping, and attractions. Find yourself steps away from the Chrysler Building, Times Square, 5th Avenue shopping, the Empire State Building, Central Park, Rockefeller Center, and the Theatre District. Enjoy a to-go market, 24-hour fitness center, and complimentary Wi-Fi.","Great location , extras at a cost $$$","Great central location. We felt secure at all hours coming and going. Staff was helpful and attentive when needed. The rooms are bare of basic amenities IE coffee and complimentary water. The breakfast buffet was over priced at $44.99 a person, our group would have spent $200 a day just on breakfast. So plan accordingly. ", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d93450-Reviews-Hyatt_Grand_Central_New_York-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/28/1f/c4/55/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),3.5,13493,109 East 42nd Street At Grand Central Terminal,New York City,United States,0.9985059499740601,0.05246805548667908
Moxy NYC East Village,"Designed for the modern traveler, our lifestyle hotel in New York City's East Village features an ideal location near Washington Square Park and New York University. Settle into stylish hotel rooms with flat-screen HDTVs and personal screen casting, custom NYC-inspired artwork and walk-in rain showers. Enjoy fine dining at our stunning Cathédrale restaurant, stop by The Ready Rooftop Bar for unique food and beverage offerings to panoramic views of the city or catch up on work at the Alphabet Bar & Café. Our hotel on East 11th Street packs in all the bells and whistles with none of the price tag.",Hooray! Best ever,"The best ever! Love it! Hooray! This hotel is awesome. Great beds. The light switches could be less confusing but maybe it’s because I am old and sometimes stoned. But anyway, this guy Andrew rules. What a concierge! Everything I imagined.  Thanks!", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d17783246-Reviews-Moxy_NYC_East_Village-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/b2/68/2d/the-ready-rooftop.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,1188,112 East 11th Street,New York City,United States,0.998749852180481,0.8484565943479538
The Knickerbocker,"The Knickerbocker, a member of Leading Hotels of the World, reopened its doors in February 2015 as the only Five-Star hotel in Times Square, after completing an expansive $250 million renovation by acclaimed interior designers Gabellini Sheppard. The Beaux Arts monument to New York's coming of age is situated at the southeast corner of 42nd Street between Broadway and Bryant Park. The hotel originally opened in 1906 by John Jacob Astor IV and welcomed both glitterati and dignitaries including such notables as Enrico Caruso, John D Rockefeller and F. Scott Fitzgerald. A New York City landmark, The Knickerbocker boasts 330 guest rooms including 31 suites; a signature restaurant and bar, Charlie Palmer at The Knick; St. Cloud-a 7,800-square-foot rooftop bar; a 2,200-square-foot event space for up to 160 guests; a ground level café, Jake's; and a state-of-the art fitness center.",Always a great experience,We stay at The Knickerbocker each time we visit NYC. The staff is always friendly and welcoming and the rooms are inviting.  I only with the rooftop bar would remain open later on weekends so we could stop in for a cocktail after our theater or musical event., January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d7255276-Reviews-The_Knickerbocker-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/29/35/b0/3e/corner-junior-suite.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,6948,6 Times Square SE Corner Of 42nd St,New York City,United States,0.9988903403282166,0.8414319351315498
Hotel Edison,"Hotel Edison has been a staple of Times Square since its opening in 1931, when Thomas Edison turned on the lights of the hotel himself. The historic hotel is among the first Art Deco hotels in New York City’s Theater District and has become synonymous with celebrity, art, and excitement over the past eight decades. Hotel Edison’s vibrant energy, spacious accommodations, and notable restaurants and jazz bar provide guests with a one-of-a-kind refuge in the heart of Times Square, within steps of Midtown Manhattan’s premier business and leisure destinations including Time Warner Center, Rockefeller Center, MoMA, and world-renowned Fifth Avenue Shops.","Perfect location for hotel, not for ice maker.",Hotel was near everything I wanted to be next to in the heart of Times Square. Loved the decor and service. Ice machine was next to my room and kept me up all night. Convenient onsite restaurants. Didn’t realize it was under construction till I got there. , January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d93437-Reviews-Hotel_Edison-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/c3/20/01/hotel-exterior-of.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,15560,228 West 47th Street,New York City,United States,0.998507559299469,0.5980940327048302
Ace Hotel New York,Reception - Ace Hotel NYC.,"Friendly staff, comfortable room","I had a great experience at the Ace Hotel, especially with the friendly and efficient staff at the front desk, who responded to my requests quickly and kindly. My room was comfortable, had a fantastic view of the Empire State Building, and was surprisingly quiet for NYC. The impressive yet still cozy lobby is a perfect place to wait for an appointment. And I enjoyed the lobby bar for a quick breakfast.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d1201072-Reviews-Ace_Hotel_New_York-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/9b/20/14/exterior-view.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,2525,20 W 29th Street Broadway,New York City,United States,0.9989014863967896,0.9478934183716774
"The New Yorker, A Wyndham Hotel",The New Yorker Hotel is one of the most popular hotels in New York City. Come revel in the newly re-imagined grandeur of our historic hotel. Our newly renovated and upgraded guest rooms and suites deliver contemporary comforts that leave nothing to be desired for today’s business travelers.,Best Hotel Stay in NYC,"Beautiful Hotel, staff is very accommodating, prime location, clean rooms, great security. We can't wait to come back in the Fall. We spent only 2 nights before leaving this time. Easy access to trains, shops, landmarks and restaurants. Glad we stayed here.", December 2023,https://www.tripadvisor.com/Hotel_Review-g60763-d122005-Reviews-The_New_Yorker_A_Wyndham_Hotel-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/22/4e/37/ea/welcome-to-the-wyndham.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,16122,481 8th Avenue & 34th Street,New York City,United States,0.9984695315361023,0.5455091953277588
